"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"85","Top story: The growing pay gap between journalism and public relations | Pew Re… http://t.co/yR0NKthNCE, see more http://t.co/jSEH0YSTvp",FALSE,0,NA,2014-08-11 22:59:31,FALSE,NA,"498966971552391168",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"86","@KarlaKay22 @GarethSwan @SQLDBA @DH2i @ProfiseeMDM yes, we're glad to have great support from @ProfiseeUK here in London #SQLSatLondonBA",FALSE,1,"KarlaKay22",2014-08-11 21:06:10,FALSE,"497469208574582785","498938447797960705","140458784","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"87","@Technitrain Thanks for your interest, will do! #SQLSatLondonBA",FALSE,0,"Technitrain",2014-08-11 21:02:42,FALSE,"498893803601006593","498937576137691136","325068888","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"88","#SQLSatLondonBA We're very glad to have @ProfiseeMDM @ProfiseeUK on board Business thrives on #data  #MDM #Fact http://t.co/ygQPysStRv",FALSE,0,NA,2014-08-11 21:02:21,FALSE,NA,"498937489550508033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"89","My favourite Tech Leaders news: http://t.co/jSEH0YSTvp - top stories by eric_kavanagh, KirkDBorne",FALSE,0,NA,2014-08-11 19:00:13,FALSE,NA,"498906749878169600",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"90","Today's #SQLServer2014 news: http://t.co/Ik5qeltRhV",FALSE,0,NA,2014-08-11 18:00:10,FALSE,NA,"498891640464224256",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"91","RT @sqlandy: PASS Board members - blog more! See what @jenstirrup has been doing http://t.co/GOBuicIJOH  #sqlpass",FALSE,0,NA,2014-08-11 17:18:37,FALSE,NA,"498881181694586881",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,TRUE,FALSE,NA,NA
"92","#DataViz latest news roundup: http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-11 17:00:02,FALSE,NA,"498876505452470273",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"93","#SQLServer2014 Top Content: http://t.co/GAj4QKhlKe",FALSE,0,NA,2014-08-11 16:00:06,FALSE,NA,"498861425562238976",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"94","Summary of the latest #dataviz news! http://t.co/SG6O6jBMnh",FALSE,0,NA,2014-08-11 15:00:02,FALSE,NA,"498846307860357120",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"95","The SQLServer2012 Daily is out! http://t.co/40NXR0PYi4 Stories via @sergionuno0007 @StackDBAs",FALSE,0,NA,2014-08-11 14:14:21,FALSE,NA,"498834813051486209",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"96","Top #dataviz story: Visualising Data  » Blog Archive   » Seeing Data: Recognisi… http://t.co/m1dkg2nIaj, see more http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-11 13:22:22,FALSE,NA,"498821729750642691",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"97","In a @wherescape training course today",FALSE,0,NA,2014-08-11 09:37:51,FALSE,NA,"498765229434871808",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"98","RT @azornes: @ProfiseeMDM client RightShip uses SPSS+Cognos 4 single view of ship @ #MDM &amp; #DataGovernance Summit in Sydney #MDMDG http://t…",FALSE,0,NA,2014-08-11 09:25:39,FALSE,NA,"498762158151581696",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jenstirrup",3,TRUE,FALSE,NA,NA
"99","Top story: Assessing Model Accuracy - Part 2 - AnalyticBridge http://t.co/apMhmUmBX0, see more http://t.co/jSEH0YSTvp",FALSE,0,NA,2014-08-11 09:08:41,FALSE,NA,"498757887339274241",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"100","Top story: What It's Like Raising Money As A Woman In Silicon Valley - Forbes http://t.co/uctE0w1mAv, see more http://t.co/i2E0XWcaWJ",FALSE,0,NA,2014-08-11 04:18:39,FALSE,NA,"498684896680759298",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"101","RT @SanFranciscoVC: The neurology of #gaming: the negatives are well-known, the positives not so much. There are many benefits. http://t.co…",FALSE,0,NA,2014-08-11 00:37:28,FALSE,NA,"498629234865479680",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jenstirrup",28,TRUE,FALSE,NA,NA
"102","Top story: Big Data Analytics: Intelligence Begins with Intel http://t.co/lwScyt9ETr, see more http://t.co/jSEH0YSTvp",FALSE,1,NA,2014-08-10 23:05:33,FALSE,NA,"498606103144706048",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"103","#SQLServer2014 Top Content: Tips to avoid deadlocks? | Basit's SQL Server Tips http://t.co/VFsl9bPJ3I, see more http://t.co/GAj4QKhlKe",FALSE,1,NA,2014-08-10 21:02:16,FALSE,NA,"498575078255505409",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"104","My favourite Tech Leaders news: http://t.co/jSEH0YSTvp - top stories by marcusborba, KirkDBorne",FALSE,1,NA,2014-08-10 19:00:13,FALSE,NA,"498544363035971584",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"105","Today's #SQLServer2014 news: http://t.co/Ik5qeltRhV",FALSE,0,NA,2014-08-10 18:00:14,FALSE,NA,"498529266821529600",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"106","#DataViz latest news roundup: http://t.co/8GSq1DUxMp",FALSE,1,NA,2014-08-10 17:00:02,FALSE,NA,"498514117981110274",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"107","#SQLServer2014 Top Content: http://t.co/GAj4QKhlKe",FALSE,0,NA,2014-08-10 16:00:09,FALSE,NA,"498499047486132224",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"108","NoSQL, NewSQL, or RDBMS: How To Choose - InformationWeek http://t.co/afTg9MaoJ6 via @InformationWeek",FALSE,1,NA,2014-08-10 15:25:07,FALSE,NA,"498490231025192962",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","jenstirrup",2,FALSE,FALSE,NA,NA
"109","Summary of the latest #dataviz news! http://t.co/SG6O6jBMnh",FALSE,1,NA,2014-08-10 15:00:04,FALSE,NA,"498483926114267136",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"110","The SQLServer2012 Daily is out! http://t.co/40NXR0PYi4",FALSE,0,NA,2014-08-10 14:14:20,FALSE,NA,"498472419737493504",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"111","Top story: NoSQL, NewSQL, or RDBMS: How To Choose - InformationWeek http://t.co/PvmvwyrSqw, see more http://t.co/jSEH0YSTvp",FALSE,1,NA,2014-08-10 12:38:00,FALSE,NA,"498448177763467264",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"112","Top story: Startup Series: Lean Analytics, Innovation, and Tilting at Windmills… http://t.co/sWSpVIjIG7, see more http://t.co/jSEH0YSTvp",FALSE,1,NA,2014-08-10 02:27:52,FALSE,NA,"498294630946209792",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"113","Seaborn: statistical data visualization #Python #dataviz http://t.co/vO21mE6H1L",FALSE,3,NA,2014-08-09 22:48:50,FALSE,NA,"498239508437938176",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"114","Free Advanced Analytics: #Excel Solver webcast on August 14, 11AM EST      http://t.co/Jc7T11dCLc via @ExcelBIPASS and @IDigData",FALSE,0,NA,2014-08-09 21:26:02,FALSE,NA,"498218670632759296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",2,FALSE,FALSE,NA,NA
"115","#DataViz News: Metrics that Matter – The Key to Perfect Dashboards http://t.co/7rZQ2BO4rN, see more http://t.co/SG6O6jBMnh",FALSE,1,NA,2014-08-09 20:18:47,FALSE,NA,"498201746871971842",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"116","My favourite Tech Leaders news: http://t.co/jSEH0YSTvp - top stories by KirkDBorne, tamaradull, mjcavaretta",FALSE,0,NA,2014-08-09 19:00:11,FALSE,NA,"498181967838728192",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"117","Today's #SQLServer2014 news: http://t.co/Ik5qeltRhV",FALSE,0,NA,2014-08-09 18:00:10,FALSE,NA,"498166863571210241",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"118","Top #dataviz story: Wi-Fi strength revealed in physical space http://t.co/4o4H49Vzqc, see more http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-09 17:41:54,FALSE,NA,"498162264827265024",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"119","Top story: Data artist in residence: Why your data needs an artist's touch | IT… http://t.co/rIgaRAJLkt, see more http://t.co/jSEH0YSTvp",FALSE,1,NA,2014-08-09 17:11:17,FALSE,NA,"498154562046689282",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"120","#DataViz latest news roundup: http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-09 17:00:02,FALSE,NA,"498151729033379840",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"121","#SQLServer2014 Top Content: http://t.co/GAj4QKhlKe",FALSE,0,NA,2014-08-09 16:00:06,FALSE,NA,"498136648677617664",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"122","Summary of the latest #dataviz news! http://t.co/SG6O6jBMnh",FALSE,1,NA,2014-08-09 15:00:02,FALSE,NA,"498121532531834881",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"123","The SQLServer2012 Daily is out! http://t.co/40NXR0PYi4",FALSE,0,NA,2014-08-09 14:14:21,FALSE,NA,"498110035449618432",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"124","Pro Tip: #Azure Files, an excellent new handy feature you'll wish you'd had earlier http://t.co/WJrmVpE5Ld by @allanSQLIS cc @windowsazure",FALSE,1,"allanSQLIS",2014-08-09 12:49:47,FALSE,"498067835491717120","498088754675212289","86782015","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jenstirrup",2,FALSE,FALSE,NA,NA
"125","Top story: Why SQL is the Language of Discovery | Inside Analysis http://t.co/qzKgALarYG, see more http://t.co/jSEH0YSTvp",FALSE,0,NA,2014-08-09 08:59:54,FALSE,NA,"498030900291313664",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"126","RT @UpSearchSQL: *  Jen's Diary, figuring it out this week  | @jenstirrup #sqlserver http://t.co/pKhMyuDf32",FALSE,0,NA,2014-08-09 06:51:05,FALSE,NA,"497998482590814208",NA,"<a href=""http://www.WindowsPhone.com/"" rel=""nofollow"">Windows Phone</a>","jenstirrup",1,TRUE,FALSE,NA,NA
"127","#SQLServer2014 Top Content: Microsoft SQL Server Product Samples: Database - Do… https://t.co/XeJ9sU4CGa, see more http://t.co/GAj4QKhlKe",FALSE,1,NA,2014-08-09 05:46:30,FALSE,NA,"497982228652371968",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"128","Today's freshest #SQLServer2014 news: Eight Reasons to Use Microsoft SQL Server… http://t.co/gQmDRUsYE9, see more http://t.co/Ik5qeltRhV",FALSE,3,NA,2014-08-09 05:46:29,FALSE,NA,"497982227649925120",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"129","#DataViz News: Behance https://t.co/CqSUaW8hEo, see more http://t.co/SG6O6jBMnh",FALSE,0,NA,2014-08-09 02:40:41,FALSE,NA,"497935468869476353",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"130","#FF Smart #WiT @Wendy_Dance @denisemc06 @lynnLangit @CindyBHarder @BIScorecard @DataChick @6Gems @BlackGirlsCode @amy_lewisAZ @jilldyche",FALSE,0,NA,2014-08-08 22:07:37,FALSE,NA,"497866748524519425",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"131","@jahendler I never forget @datachick :) My Women in Tech #FF is coming up. Standby one caller :)",FALSE,1,"jahendler",2014-08-08 22:04:03,FALSE,"497865524844716033","497865851379654656","15336340","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"132","#SQLSatLondonBA Gold Sponsors talk 'Pay As You Grow' #flash #storage Interesting idea! http://t.co/AmclK8fQcH @ViolinMemory",FALSE,1,NA,2014-08-08 22:02:48,FALSE,NA,"497865536165134336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"133","#SQLSatLondonBA Gold sponsors @ViolinMemory released an article on the Economics of Your Data Center  - http://t.co/4Rxtu6CjYj @sian_jordan",FALSE,2,NA,2014-08-08 22:01:29,FALSE,NA,"497865205582688258",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"134","#FF #data experts @KarenAWay1 @DAMA_I @damauk @BigDataGal @lkafle @MostlyKnown @marcusborba @Jen_SummersDMG @infomgmt @NewsDataScience",FALSE,1,"KarenAWay1",2014-08-08 21:59:44,FALSE,"497714448485085184","497864763784060928","1221265940","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"135","#FF #data experts @cpapenfuss @marcusborba @howarddresner @Mookerjee @timjpowers @MoserMaCH @zoeghdie @esselinj @Marklack @KatrinaRossRead",FALSE,1,"cpapenfuss",2014-08-08 21:59:10,FALSE,"497760867061346304","497864623610404866","219928685","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",3,FALSE,FALSE,NA,NA
"136","#FF to #data experts @kimdossey @Rick345 @TonyBaer @howarddresner @marcusborba @jilldyche @dbstodder @lauriemccabe @data_nerd @sqlcindy",FALSE,4,"kimdossey",2014-08-08 21:58:45,FALSE,"497819602123239424","497864516383023106","16816193","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"137","Top story: Twitter / mapr: The economic impact &amp; ... http://t.co/kQDP480GCO, see more http://t.co/jSEH0YSTvp",FALSE,0,NA,2014-08-08 20:31:58,FALSE,NA,"497842675782270976",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"138","Free Windows Azure Hybrid Cloud eBook http://t.co/rmuHzr0IL2 #Cloud #Azure",FALSE,1,NA,2014-08-08 20:31:43,FALSE,NA,"497842614365061120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",5,FALSE,FALSE,NA,NA
"139","My favourite Tech Leaders news: http://t.co/jSEH0YSTvp - top stories by RobertsPaige, eric_kavanagh, MostlyKnown",FALSE,0,NA,2014-08-08 19:00:12,FALSE,NA,"497819584117108738",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"140","“If we have data, let’s look at data. If all we have are opinions, let’s go with mine.” Jim Barksdale, former Netscape CEO #data #analytics",FALSE,0,NA,2014-08-08 18:45:51,FALSE,NA,"497815971906981888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"141","There's still time to sign up for my @sqlserverdays precon on #RStats and #PowerBi http://t.co/PFjS7VIk3C See you there!",FALSE,0,"sqlserverdays",2014-08-08 18:44:16,FALSE,"497279751535734784","497815573066448896","363245322","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"142","RT @sqlserverdays: Do you want to win a free ticket for SQL Server Days? Just come up with a few good words! 
http://t.co/wfPB7B3Ntw",FALSE,0,NA,2014-08-08 18:43:45,FALSE,NA,"497815444917874688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",10,TRUE,FALSE,NA,NA
"143","Today's #SQLServer2014 news: http://t.co/Ik5qeltRhV",FALSE,0,NA,2014-08-08 18:00:10,FALSE,NA,"497804478025056256",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"144","#DataViz latest news roundup: http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-08 17:00:02,FALSE,NA,"497789341763383297",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"145","#SQLServer2014 Top Content: http://t.co/GAj4QKhlKe",FALSE,0,NA,2014-08-08 16:00:07,FALSE,NA,"497774265287315456",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"146","Summary of the latest #dataviz news! http://t.co/SG6O6jBMnh",FALSE,0,NA,2014-08-08 15:00:05,FALSE,NA,"497759156636770304",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"147","The SQLServer2012 Daily is out! http://t.co/40NXR0PYi4 Stories via @StackDBAs",FALSE,0,NA,2014-08-08 14:14:26,FALSE,NA,"497747667670544384",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"148","This Sunday keep your eyes peeled for the second super Moon of the summer! 
http://t.co/vWrML1OqzX  via @skyatnightmag",FALSE,1,NA,2014-08-08 11:18:31,FALSE,NA,"497703398175956992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"149","Top story: Hadoop For Small Data | Cloudera VISION http://t.co/6DCiTwdf2J, see more http://t.co/jSEH0YSTvp",FALSE,0,NA,2014-08-08 10:57:59,FALSE,NA,"497698231481303040",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"150","#SQLServer2014 Top Content: In-Memory OLTP in SQL Server 2014 - Microsoft Train… http://t.co/o2MvdS8GrB, see more http://t.co/GAj4QKhlKe",FALSE,0,NA,2014-08-08 08:10:31,FALSE,NA,"497656083641798656",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"151","Mirroring Start to Finish - community #sqlpass webinar with #SQLServer expert @ryanjadams #HADR http://t.co/RsFoc41mpA cc @SQLPASS_HADR",FALSE,1,NA,2014-08-08 07:36:32,FALSE,NA,"497647535549591553",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"152","Top #dataviz story: Help us bring our data to life / Development Dialogues 2014… http://t.co/cAiT0YZKwh, see more http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-08 07:14:22,FALSE,NA,"497641953232973824",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",1,FALSE,FALSE,NA,NA
"153","Top #dataviz story: Data visualisation: a one-day workshop | Guardian Mastercla… http://t.co/ZpSwcxtEC4, see more http://t.co/8GSq1DUxMp",FALSE,1,NA,2014-08-08 03:17:59,FALSE,NA,"497582466732146688",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"154","Top story: BBC News - Russia extends Snowden residency by three years http://t.co/Cuqo1bOYPL, see more http://t.co/jSEH0YSTvp",FALSE,1,NA,2014-08-08 01:11:27,FALSE,NA,"497550625207775232",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"155","My favourite Tech Leaders news: http://t.co/jSEH0YSTvp - top stories by marcusborba, MostlyKnown",FALSE,0,NA,2014-08-07 19:00:12,FALSE,NA,"497457195823685632",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"156","RT @gigaom: Get ready to exercise: Google Fit SDK preview launched http://t.co/PiOxp43uJW",FALSE,0,NA,2014-08-07 18:42:23,FALSE,NA,"497452713094176768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",6,TRUE,FALSE,NA,NA
"157","Top story: Big Data and Biometrics | SmartData Collective http://t.co/UG3tvtz8b5, see more http://t.co/jSEH0YSTvp",FALSE,3,NA,2014-08-07 18:12:56,FALSE,NA,"497445300043542528",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"158","Today's #SQLServer2014 news: http://t.co/Ik5qeltRhV",FALSE,0,NA,2014-08-07 18:00:11,FALSE,NA,"497442090541150208",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"159","Top #dataviz story: Data Visualisation/UX Developer (AngularJS), Funded Startup… http://t.co/960XG5WLBF, see more http://t.co/8GSq1DUxMp",FALSE,0,NA,2014-08-07 17:14:14,FALSE,NA,"497430529202196481",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"160","#DataViz latest news roundup: http://t.co/8GSq1DUxMp",FALSE,1,NA,2014-08-07 17:00:02,FALSE,NA,"497426953193132032",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"161","#SQLServer2014 Top Content: http://t.co/GAj4QKhlKe",FALSE,0,NA,2014-08-07 16:00:07,FALSE,NA,"497411874854821889",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"162","Summary of the latest #dataviz news! http://t.co/SG6O6jBMnh",FALSE,2,NA,2014-08-07 15:00:02,FALSE,NA,"497396756947427328",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"163","#SQLServer2014 Top Content: Eight Reasons to Use Microsoft SQL Server 2014's In… http://t.co/OP5ZPatcyq, see more http://t.co/GAj4QKhlKe",FALSE,2,NA,2014-08-07 14:56:06,FALSE,NA,"497395766026338304",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"164","The SQLServer2012 Daily is out! http://t.co/40NXR0PYi4 Stories via @lgleonte",FALSE,0,NA,2014-08-07 14:14:28,FALSE,NA,"497385288629768192",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"165","#SQLSatLondonBA #Analytics event is officially half full! Thanks to
sponsors @ProfiseeMDM @Viol... Read more at http://t.co/mQvCA3xZx7",FALSE,4,NA,2014-08-07 12:21:55,FALSE,NA,"497356963806580736",NA,"<a href=""http://twittercounter.com"" rel=""nofollow"">The Counter</a>","jenstirrup",3,FALSE,FALSE,NA,NA
"166","Twenty Years of Machine Learning at Microsoft. Great discussion with John Platt http://t.co/6nqJUfpbb1",FALSE,2,NA,2014-08-07 08:31:35,FALSE,NA,"497298997720399872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",0,FALSE,FALSE,NA,NA
"167","Alteryx Named to the 25 Coolest Emerging Technology Vendors List by CRN Magazine  http://t.co/XEAVPS9bkC",FALSE,0,NA,2014-08-07 07:28:38,FALSE,NA,"497283158485008385",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jenstirrup",2,FALSE,FALSE,NA,NA
"168","Today's freshest #SQLServer2014 news: Eight Reasons to Use Microsoft SQL Server… http://t.co/OP5ZPatcyq, see more http://t.co/Ik5qeltRhV",FALSE,0,NA,2014-08-07 07:12:48,FALSE,NA,"497279173388681216",NA,"<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","jenstirrup",0,FALSE,FALSE,NA,NA
